"ID","Joke"
20057,"[flying remote control helicopter near my wife] GET THAT THING AWAY FROM MY- [helicopter gets tangled in her hair & now I'm a dead person]"
20058,"Apparently Mr. Neeson's ""particular set of skills"" is terrible at keeping his family from getting kidnapped."
20059,"Pretty much the most frightening part of my day is when I get a notification that my mother has tagged me in a post on Facebook."
20060,"*checks watch* *gets up off toilet* I don't have time for this shit"
20061,"""Don't kill it!"" my friend pleaded for a spider's life inside. So I carefully trapped it in a cup, brought it outside, then stomped on it."
20062,"*at church* ""Does anyone have anything else for the offering basket?"" I OFFER MY FIRST BORN CHILD ""Jim no"""
20063,"Is there an apology card for: Sorry I kidnapped your dog and made him run on a treadmill to power my toaster last week, or no?"
20064,"Interview: ""What's your greatest weakness?"" *I look at my watch then lean in* How much time do you have?"
20065,"Really Google Autocomplete? You honestly think I want to search for ""hardcore poem""?"
20066,"My Executive Director said to me ""Well aren't you an eager beaver"" I was like ""Oh my God, Why? What have you heard???"""
20067,"Can I go out and do drugs tonight dad? EXCUSE ME?! *sighs* MAY I go out and do drugs tonight dad *snaps newspaper* that's better"
20068,"[reading book report] ME: Beyowulf is the story of a guy that turns into an wolf when he hears Beyonce TEACHER: Wrong. ME: Well, I tried."
20069,"I would totally surf a tsunami. If I didn't get nauseous on water. And if tsunamis weren't dangerous. And I knew how to surf."
20070,"Nothing brings a family closer at graduation than a flask."
20071,"[lifts $1000 apple watch to my face] Wrist computer: show me where hot dogs are."
20072,"I'm doing Bikram yoga today. By that I mean I'm in the back seat of a hot car trying to contort myself enough to reach the ignition."
20073,"At my age, a new driver's license doesn't have an Expires On date. It has a Renew If You Haven't Expired On date."
20074,"My wife is getting rid of all the clutter. If you see the kids and me standing out by the street, it means we didn't make the cut this year."
20075,"My whole life has felt like one big hammock and everybody is watching me try to get out of it."
20076,"Is athlete's foot [gulp] fatal, doc? ""Not with the proper treatment."" *gives foot $56M 7-year contract*"
20077,"Notice how women didn't complain when they did an all-male version of Sex & The City called Entourage."
20078,"cop: why'd you kill him? me: I was trying to count something and he kept shouting random numbers cop: ugh hate that you're free to go"
20079,"The premise of Batman is that, deep down, all billionaires just want to be first-year patrol cops"
20080,"The worst part about the measles outbreak at Disneyland was still the price of admission."
20081,"He said I reminded him of the girl from The Ring. We laughed and laughed, and then I put an axe in his back and ate his soul."
20082,"My mother arrives on Friday, so I have to do three months worth of cleaning in 48 hours. Also, lose 30 pounds and live up to my potential."
20083,"Of all my mistakes, you were the mistakiest"
20084,"[guy bursts into crowded real estate agents] OK NOBODY MOVE *from back office* Aw c'mon man - really? It's tough enough in this economy."
20085,"[with father in law] ""You know how to pluck a goose, son?"" Er yes sir, sure do *stretches goose's neck and plays it like a double bass*"
20086,"[interrogation] What were u doing last nite? I was killin my neighbour, Bert. Louder for the tape? [leans in] Fillin in paperwork. Busy guy."
20087,"*gets home from game* ""whoa what happened to your eye"" I was on the Kiss Cam ""oh she wasn't into it?"" with the t-shirt cannon guy's daughter"
20088,"'No Panties Tuesday' is a thing, right? Or AKA, I really need to do some laundry."
20089,"Boss: Are you high? [Me watching him evaporate] I hope so."
20090,"[Auto-shop class] ""Cody, for the last time, it's still a carburetor even when it's in a van"" *raises hand* ""Or a truck"" *lowers hand*"
20091,"shout out to camera phones not being invented until well after my glo-stick period"
20092,"If there really was a Purge, and all crime was legal for one night, I'd probably do something super crazy, like loiter."
20093,"Mitt Romney announcing he's not running for president is like Johnny Depp announcing there won't be a sequel to Mortdecai."
20094,"Dermatologist asked why I want my tattoo removed and looked at me like no one's ever said ""because it's my ex's Twitter handle"" before."
20095,"""Fluffy died today"" ""Oh my god I'm so sorry, was he a cat or dog? ""He was a boa constrictor"" ""Well that made me feel better"""
20096,"dog: i saw u out there me: what? dog: i saw u pet the neighbor dog me: i was just dog: did u rub his belly? DID U ASK IF HE WAS A GOOD BOY?"
20097,"[On WebMD] I have a sore throat [Throat cancer] I wasn't done, and a stomach ache. [Cancer] Couldn't it be the flu? [If it wasn't cancer]"
20098,"Helpful tip: If you throw a baby at a tiger, I only recommend throwing a baby that you don't like."
20099,"the new ghostbusters r all womans?? seriuosoly. all womans?, this is the most unrealistic thing about the movie about peopel who bust ghosts"
20100,"Turtles sniff tails to find mates but when I do it, it's ""disturbing"" & I ""need to leave yoga,"" or ""at least wait til I'm off the treadmill"""
20101,"[first date] ""So, I heard you work at the circus."" [shallows bread stick whole] Nope. ""You sure about that?"" [chewing on glass] Yup"
20102,"Note to self: Before committing any murders, get head and shoulders. Can't be leaving DNA all over the place."
20103,"Niece: found these handcuffs in your drawer. Me: yea I got arrested once Niece: omg why Me: for going through my aunt's drawers."
20104,"The Devil has his own Bible. He's releasing it slowly in internet comment threads all across the web."
20105,"*Walks into school* Simon says give me your Pokemon cards Ok now close your eyes *Walks out* Kids are so dumb I didn't even say Simon says"
20106,"Me: ""Hey Siri, I nee-..."" Siri: ""Nice try, humanoid. The women warned me. I have a boyfriend."""
20107,"It's always good to know what's happening in astrology. When nothing seems to be going right, you can blame the stars."
20108,"I have complicated opinions on the death penalty. I think it's wrong but I also think that owners of cash-only establishments should get it."
20109,"Made plans to exercise with a friend and now I have to go get in a car accident."
20110,"In the movie Titanic it always bugged me that she stayed on the raft when clearly she had more body fat for warmth."
20111,"7 thoughts u have when buzfeed steals ur content -WTF -OMG -Huh -FAIL -LOL -NOPE -why is a multimilion dollar website riping off my twiter"
20112,"Don't leave me alone. Alone: I have a boyfriend."
20113,"DUDE: first of all ME: oh shit this dude's about to make more than one point"
20114,"If she calls me cheap one more time I'm gonna return her anniversary gift to 7/11."
20115,"CUTE GIRL I LIKE: I'm gonna hang up ME TRYING TO FLIRT: No you hang up"
20116,"Sorry I said your mom's beef stroganoff was stroganawful."
20117,"I always keep gluten next to my bed in case a hipster breaks into my house in the middle of the night."
20118,"General: Why is the whole battalion yellow and slimy? Me: I mustard the troops. General: ... Me: Just as you told me to, sir."
20119,"I love killing for fun ""Sociopath! Arrest him!"" I mean I love hunting ""Why didn't you say so my good man, want to kill together sometime?"""
20120,"You can't keep eating people's lunches from the break room & blaming the Taliban. A lot of what you've been stealing is pork for one thing."
20121,"Me: You're supposed to be taking a nap 4-year-old: I am Me: Then why are you standing here? 4-year-old: Me: 4-year-old: This is a dream"
20122,"Don't say ""lets get weird"" on our date then get freaked out I'm dressed in Forever 21 and holding your cousin hostage."
20123,"*shipwrecked diary* Day 1: alone, doing well. Mentally sound. Met a crab Day 2: crab seems untrustworthy Day 3: CRA B LEAR N ING TO WRI TE"
20124,"""doctor, help! my son shattered one of his kneecaps!"" it's ok, the human body can survive on one kid-knee"
20125,"[Calls boss] I won't be in today ""Why not?"" [camera pans out to a raccoon wearing sunglasses driving away in my car] I've got the shits."
20126,"Excited for the return of Game of Thrones. Not excited for the return of the phrase, ""If you'd read the books, you'd know that..."""
20127,"[interrogation] ""What do you do for a living?"" ""Kidnapper."" ""Louder for the tape?"" [leans in] ""I'm a pig rapper. I make farmyard hiphop."""
20128,"""Mmmmm hmmmm! I herd that!"" - a sassy shepherd"
20129,"You're telling me, a chicken fried this rice"
20130,"I read an article about a stolen dog being reunited with its owner and it made me feel good to think maybe someone will steal my dog one day"
20131,"Why hello, dear! ""trent, did you bring cue cards to read off of during our date?"" Lovely weather! ""and did you only bring two?"" Why hello, d"
20132,"I heard that sadomasochistic vegans like to get beet and artichoked. Some even like getting pead on. Don't turnip your nose at this."
20133,"""How's Mason doing?"" Ugh, he's going through this emu kid phase. ""Don't you mean emo kid?"" *boy covered in feathers runs past* I wish."
20134,"It must be pretty inconvenient when you meet someone from a dating site and you're already married to them."
20135,"As it turns out you cannot recharge your cell plugging it in to an electric eel. I'm just glad this aquarium had a paramedic on duty."
20136,"Debit card was repeatedly declined at the grocery store today. I was trying to buy vegetables so the bank just assumed the card was stolen"
20137,"If you see a kid who's physically unusual somehow, be sure to mention it to the parents. Odds are, they've never noticed and will thank you."
20138,"*spills water on pants* ok don't let anyone think you peed your pants ""hey what happ--"" MY WATER BROKE, GET ME TO THE HOSPITAL"
20139,"General Contractor: Don't worry ma'am, everything will be ready, we'll have the scaffolding set up and erected. Me: *mutes phone* hahahahaha"
20140,"[hanging out w mob] ""Tony sleeps with the fishes"" *they all laugh* [self conscious about my sexual habits w fish]: its not a big deal guys"
20141,"LAMP FOR SALE: gold, antique, good patina, evil genie, functions like new, you will be killed, shiny, polished, be careful what you wish for"
20142,"*interview* So, why do you want to be a judge? *Imagines myself going work everyday in my robe* ""To fight crime"""
20143,"[dinner table] gfs dad: so what do you do for a living me: human trafficking *he chokes* gf: he's a crossing guard dad"
20144,"DATING TIP: Don't reply to texts right away or you might look desperate. Just wait. Give it 5, 10, maybe even 15 years. Keep things casual."
20145,"Me: so I've been a little unclear regarding everything you've asked me to do since Monday Boss: Jesus Me: let me finish. In February. 2011."
20146,"NURSE: *bursts into break room* A man just came to the ER with a broken bone thru his skin! DR DOG: *looks at other Drs* I'll take this one"
20147,"""Just spread them open and shove your face in there."" - How to put on glasses."
20148,"[first day in the mob] *leans over to mafioso* Hey, so, uhh, I've always wondered: are they all just named ""Don"" or..."
20149,"*too embarrassed to buy condoms**buys 3D printer**makes gun**robs condom factory*"
20150,"I don't eat cats and dogs. Dogs are cute and I'm allergic to cats. *my lawyer leans in and whispers in my ear* Cats are also cute."
20151,"Hey guys is your refrigerator running? Because I don't like any of the current presidential candidates"
20152,"I just opened a marketing email from Fitness magazine and my computer died laughing."
20153,"My suspicious mole cancelled my appointment with a dermatologist."
20154,"5: I want to learn drums. Me: Ok, but you have to walk them, feed them, and pick up their poop. *confused, 5 walks away I am the master."
20155,"I have two dogs. One named Rolex and one named Timex. They're watchdogs."
20156,"Tip for teens: If you're buying booze with a fake ID, the easiest way to seem legitimately older is to wear a wedding ring"
20157,"(At a funeral) Im so sorry for your loss. I know how it feels to lose something you love. Last year Taylor Swift took her music off Spotify."
20158,"Human history is so awful, I think I'm just gonna teach my son the timeline of Star Trek off of Wikipedia and call it a day."
20159,"Hi..You've reached my voicemail. I could come to the phone right now but I saw your name on caller ID so leave a message..or not."
20160,"ACTORS: It's easy to appear blind. Look near but never at someone when you talk to them, and if anyone says ""Did you see that?"" say ""Nope""."
20161,"[at restaurant] Me: ""I'm so hungry I could eat a horse"" Wife: ""I'm the same"" Horse family at next table: *just sitting very still*"
20162,"Doctor: ""Why is my waiting room empty?"" Judge: ""I hauled everyone off to court"" Doctor: ""You're trying my patients"""
20163,"""I'm constantly quoting myself. Like right now, for instance."" I just said that."
20164,"Text: OMG! I can't believe you tweet such vile, offensive, filthy, sick things. You should be removed from society. GET HELP! Love Mom XO"
20165,"[beach] [a foot washes up] [next, a boot] [I combine them] [more parts arrive] [I keep building] [I stand back] ME: Oh no..you?! HITLER: Yep"
20166,"Stop saying ""There's plenty of fish in the sea."" I'm sick of fish seducing all our human women!"
20167,"Why don't they make Neapolitan ice cream but with 3 better flavors?"
20168,"Game of Thrones is exciting, but I think it's important to remember that these people are fighting over a chair"
20169,"Added my sticker to the family on the back of your van I am in your family now you have to bring me to costco every time you go."
20170,"I spend 60%of my day worrying that I might have mustard on my face or clothing. The other 40% I am eating mustard."
20171,"HR says that we are no longer able to say to anyone ""if ignorance is bliss you must be such a happy person"" even if we smile as we say it."
20172,"I'm sorry you're breaking up [static sound] I'm about to go through a tunnel. Dad, we're right in front of you Uh..... go ask your mom."
20173,"Give your Mom what she really wants today. Accept her Facebook friend request."
20174,"Idea: Breathalyzer tests at the airport, to make sure you're drunk enough"
20175,"if the waitress at this brunch doesn't give me the Mother's Day special then I shaved my legs and stole this baby for nothing"
20176,"Co-worker: What's the difference between astronomy & astrology? Me: Approximately 50-60 IQ points."
20177,"I saw a sign that said ""Watch for children"" I thought to myself ""That sounds like a fair trade"""
20178,"Most people who think I'm a nice person have no idea that I'd trade any one of my kids for a deep dish pizza."
20179,"Playing Guess Who these days is hard ""Is your person white?"" ""Excuse me?"" ""Is your person white?"" ""I don't see skin color I just see people"""
20180,"My mom moved me away from Texas as a kid, statistically decreasing the chance I ever get the death penalty and that's pretty cool"
20181,"[Airport Bar] Me: I'll have a beer, please. Bartender: That'll be $45. Me: Worth it."
20182,"Coworker: You're very immature. Me: You're very observant."
20183,"Pick a card, any card. No, not that one. Not that one, either."
20184,"[Joseph checking in to hotel] ""Is there WiFi?"" Only in the stable *later to Virgin Mary* ""Honey, hotel was booked. Gotta stay in the stable"""
20185,"Dear law students: my opposing counsel just asked her witness how old she was when she turned 18. You'll be fine."
20186,"[1773] ""Your majesty, last night some angry colonists dumped our tea into the Boston Harbor"" *three English ladies faint* WTF THIS MEANS WAR"
20187,"Some guy commented on my all-black outfit today: ""So whose funeral is it?"" I told him I haven decided yet."
20188,"A boycott is just a smaller version of a manbed."
20189,"Outside of a dog, a book is a man's best friend. Inside of a dog, though, it's every man for himself"
20190,"I don't feel bad ignoring the baby when she cries. If she really needs something, she should text me."
20191,"My roommate made me a copy of the mail key as if she's ever seen me pay a bill"
20192,"[job interview] ""What's your.."" *interrupts* -My greatest strength is my work ethic ""Well played. Welcome to the psychic friends network"""
20193,"[sees kid crying at the mall] R u lost? [kid nods, wiping tears] Well [blows cigarette smoke in kids face] looks like u live at the mall now"
20194,"The cool thing about being broke is you can tell your friends you aren't drinking for a while & they think you're getting your shit together"
20195,"*4yo comes in from garden with worm* Wife: TAKE IT AWAY!!! *4yo puts on top hat as I throw him a cane and starts tap dancing*"
20196,"I'm a human alarm clock so when I wake up this early for no reason, I punch myself in the face to turn myself off."
20197,"I wish there was some sort of idiom to describe how easily I just took that lollipop from that infant."
20198,"Whoever speaks at my funeral will probably just look over at my casket and say ""well, she was always kind of like this."""
20199,"So, Noah found two polar bears in the Mideast? And after the flood, he took them back to Canada? That sounds plausible. #GodScience"
20200,"I shot a man in Reno, Just to watch him cry. It was just a Nerf gun you big baby!"
20201,"*sniffs date's hair* [later on in ambulance] ""no, it's my fault for not mentioning I'm allergic to japanese cherry blossoms"""
20202,"[1st date] -I'm a fish whisperer. Wow, what does that mean? -*whispers* Fish. Oh... Haha um what do you- -*whispers right in her ear* Fish."
20203,"""This does not bode well."" - a guy at the returns desk, explaining why he's returning a boder."
20204,"I hate killing bugs so instead I spend hours trying to get it in a cup so I can toss it outside after accidentally taking off 3 of its legs."
20205,"I ordered the chick on page 3 in the Victoria's Secret catalog... But all they sent me was her underwear."
20206,"I'm such a slave to the man working on a Saturday night. A drunk slave but whatever. Atleast my e-mails to my boss are hilarious now."
20207,"[a postapocalyptic world where everyone has killed themselves so they dont have to hear my opinions] me: lemme explain y this is problematic"
20208,"I threw a parking cone at someone. I am the drunkest person in the United states."
20209,"DISH FATHER: You can NEVER see that spoon again! *daughter dish starts sobbing* [outside the window, Spoon is thinking] we leave tonight"
20210,"FRIEND: Wow you have bought A LOT of frozen food ME: I like to plan ahead FRIEND: But you haven't got a freezer ME: I'm a terrible planner"
20211,"[SPELLING BEE] JUDGE: Tim, your word is ""Oak"" TIM: [deep breath] Ok *BUZZER* T: What th J: So close! It's O-'A'-K T: But... J: Hard luck, kid"
20212,"if a pea-brain is someone with a small brain, then a peacock is someone with a ...? no?"
20213,"There's something strangely unsettling about the petting zoo selling hamburgers."
20214,"[DOG MAGICIAN] think of a color, any color...is it...gray? [OTHER DOG] oh my GOD"
20215,"[1st day at work] BOSS: Erm..we..have No Smoking rules here ME: That's great Alan [blows out smoke] most places have loads of smoking rules"
20216,"OWNER: The museum's ready? ME: All the artichokes are in place OWNER: Ha, you mean artifacts [I slam the door shut] ME: U cannot go in there"
20217,"5 shots + 18 beers = 6 apologies"
20218,"GUY 1: I beat cancer GUY 2: I backpacked thru Europe GUY 1: So what? GUY 2: And I didn't tell anyone about it when I got back GUY 1: You win"
20219,"Don't tell me you're coming to my party on facebook then go for something better last minute ugh have fun at ""the wake"" or whatever"
20220,"Witnessing a person attempt to use a word that is beyond their comprehension is like watching a dog eat a bee."
20221,"I had abstinence-only sex education when I was in high school. It was called Dungeons and Dragons."
20222,"[Gets Twitter error: ""Somehow, somewhere, something went wrong""] I know Twitter, I know. That's why I'm here."
20223,"""I just tried to make reservations at the library"" You don't need a res- ""Couldn't get one though"" Don't do this ""They were fully booked"""
20224,"The best part of marriage is when your spouse goes on a diet and you don't have to share your snacks."
20225,"Lois: ""I saw Batman yesterday. He's put on a lot of weight"" Clark: *lowers glasses* ""More like Fat- Lois: ""Oh my god it's Superman"""
20226,"Sorry, there's a technical problem preventing me from RTing your tweets. Technically they're not funny."
20227,"Coworker: You smell good. What is that? Armani? Me: Thanks! It's Febreze. I just took a dump."
20228,"Facebook sent me a notification....unfortunately, my meth lab on Farmville blew up."
20229,"I got fired today ""what? why?"" no idea ""you have no idea?"" nope ""I'm confused when did this happen?"" between pre break break and break"
20230,"Your resume just says ""falconer"" ""And?"" Well, this is a bank *falcon starts break-dancing* ""Not yet Tyler, wait until he offers us the job"""
20231,"13: Mom, you look younger every day. M: What do you want? 13: A new skateboard. M: How young? 13: 29 M: Done."
20232,"I can't get mad when I hear babies screaming in public because honestly, I feel the same way sometimes."
20233,"""Whatever you do in bed, Sealy supports it"". Clearly whoever came up with that ad doesn't watch CSI."
20234,"Every time i tell people i want to be a comedian they laugh. See, im that good!!"
20235,"If you see a distressed woman in the street screaming that she can't find her baby, don't offer to help her make another one."
20236,"[Ad shows dude getting out of bed before noon on the weekend] *professional stuntman do not attempt*"
20237,"*slips the attendant $20* ""make sure you pick me out a good one"" Sir this is a daycare... ""uh huh *winks* a daycare"""
20238,"GOOD COP: tell us where ur boss is hiding and we'll let u go BIKE COP: [clenches fist] we woulda caught him if he hadnt climbed those stairs"
20239,"Sometimes you feel like you've grown. Other times you pout for a few hours because your wife accidentally threw away your Tabasco sauce."
20240,"HULK:*smashes a tank* IRON MAN:*flies bomb into space to save mankind* HAWKEYE: I have an arrow w/ your name on it pal, hold on stand still"
20241,"*young woman walks by Wife: Wow, she looks really good, don't you think? Me: NO WAY, I'M NOT GOING TO FALL FOR THAT"
20242,"I'm not interested in your cat unless it's on its 8th life and about to do something incredibly stupid."
20243,"""Bro, if she can still walk to the kitchen to make you a sandwich, you did it wrong."" - murderers, apparently."
20244,"If you want to know how many hours your mom was in labor with you, tell her you won't be able to come over & visit."
20245,"""I think I stepped in some upchuck"" What's up, Chuck? ""Not much, but my name's not Chuck"" *vomits*"
20246,"Yes, lady who took two parking spaces. I'm the reason you can't get in your car from the drivers side. Have a nice day :)"
20247,"A shark can sense a drop of blood from 3 miles away, and a mom can sense you're not getting enough to eat from 10,000."
20248,"if u disregard the teeth, shark attacks are actually kinda cute"
20249,"Whenever people say ""don't judge me"" I like to imagine them in the weird wigs British judges wear. *whispers* Judged you."
20250,"Every time you get a haircut, you're essentially returning your last haircut and exchanging it for the exact same thing"
20251,"[auditions for laundry detergent commercials just so I can splash brightly colored food on myself on purpose]"
20252,"I don't see what the big deal is with vaccinating your kids. My mom vaccinated me plenty and I turned out shapes."
20253,"I like my women like I like my bamboo: graceful, strong, and constantly in threat of being eaten by pandas."
20254,"I'm the most bashful person in the world, until you get me on the dance floor. Then I become the most bashful newborn giraffe in the world."
20255,"*yawning at an art museum* ""I already saw that on Tumblr."""
20256,"Seize the day. Attack the week. Murder the month. Approach your life in a generally violent way."
20257,"[Clinic waiting room] Me: WHEN DO WE DO BUTT STUFF??! Nurse: Sir don't shout that! Me: [whispering to old lady next to me] butt stuff. when?"
20258,"6yo: I can't wait to be an adult! Me: Adults don't get snow days. 6yo *faints*"
20259,"[looking up at bird sitting in a tree whilst on 1st date] ""I didn't know birds could climb trees"""
20260,"Being hungry again a half hour after eating Chinese food isn't about the food being Chinese, it's about you being American."
20261,"Kid: WAAAHH! MY TOY IS BROKEN!! Dad: Nothing a little duct tape won't fix... Kid: mfflr..frrrr..strnnn"
20262,"DISPATCH: we have a report of a robbery in progress four blocks from your current location HOT AIR BALLOON COP: I'll be there in 80 days"
20263,"[Infomercial] HOST: Wanna learn how to lose up to 15 pounds with one simple trick?!? AUDIENCE: Yes! HOST: Here's how! *rips off his own arm*"
20264,"You'd be surprised at all the discounts you get when you come in swinging a sword!"
20265,"Obama: we need to create a plan to reduce pollution Biden: *turns from watching captain planet* have you asked the planeteers for help?"
20266,"I'm jealous of people who have more than one ab."
20267,"Friend: ""Hey, want me to get out my didgeridoo so I can play for you?"" I'd rather you didgerididn't."
20268,"My husband is turning 58 tomorrow. Join me wishing him ""Jesus, you're how old?"""
20269,"Speed dating? You mean pizza delivered in less than 30 mins..."
20270,"muppets cannot die and nobody else seems to be worried about this"
20271,"All I'm saying is that the cheese grater wouldn't have 4 sides if they wanted you to wash it after EVERY use."
20272,"Women's magazines: 20 pages ""accept yourself"" 40 pages ""loose 30kgs in 4 weeks"" And Cake recipes.."
20273,"Manny Pacquiao says he would accept a rematch with Floyd Mayweather. ""Yes, I will allow you to pay me another $100 million,"" he told sources"
20274,"Went to my niece's elementary school field day last week. I won every single event. Every. Single. Event."
20275,"Got the dermatologist recommended detergent and dryer sheets and I'm pretty sure it would've been cheaper to just buy a whole new body."
20276,"My son just demanded to be changed into different pajamas for breakfast. Thanks, royal baby."
20277,"[Shipwrecked diary] Day 1: I found a pen, and a notebook to write in. More pens. I might be in a Staples. Printer paper. I'm in a Staples."
20278,"""You deleted your search history. Good move. But you forgot about something..."" *cop gets all up in suspect's face* ""Targeted. Banner. Ads."""
20279,"I ordered a pair of shoes delivered to my house. I'm too excited to wait at home so I'm camping out at the end of my street. Send snacks?"
20280,"Went to the Planetarium to do some stargazing but I didn't see one celebrity. Rip-off!"
20281,"Walked into the bathroom and it sounded like someone was powerlifting in one of the stalls. That, or an exorcism."
20282,"my father died in a conga line and so shall i"
20283,"Creams that smell like fruit play with your brain. Tempted to eat my own leg. Smells like mango, but would probably taste like rare steak."
20284,"patrick henry: GIVE ME LIBERTY OR GIVE ME DEATH bad people: ok, death patrick henry: [turns around and whispers] guys this was not smart"
20285,"Coworker: I need someone in the backfill position Brain: Do. Not. Say. Anything. Me: um hopefully you fill the gap soon Brain: oh dear"
20286,"When your baby cries, don't feed it. That's just what it expects you to do. You have to outsmart it."
20287,"There should be a horror movie where an item associated with childhood innocence is unexpectedly evil"
20288,"On the Wikipedia page for List of Serial Killers by Number of Victims it says ""This page is incomplete. You can help by expanding it."" Omg."
20289,"Sometimes i think my life sucks. Then i look at the lives of others. Then it hits me. My life does suck!!"
20290,"Strange how FB doesn't automatically add the enemies of your enemies as your friends,"
20291,"my girlfriend went to slip into something more comfortable six months ago which makes me wonder how comfortable you can possibly be"
20292,"I'm always punctual, which is why I hope to be cremated and used in an hourglass."
20293,"He was a man of peace...until they burned down his village. Now, the quest for vengeance has turned him into...A Man Of Burning Things Down"
20294,"wife: We really need to start teaching 9 some manners me: *shoving an entire Pop-Tart in my mouth and spitting crumbs everywhere* I agree"
20295,"""I have a coupon for a large 2 topping"" ""What toppings?"" ""Pepperoni & a small cheese pizza"" ""Sir you can't top a pizza with a smaller pizza"""
20296,"if the sun is such a cool and great star then why do all the other stars leave when it shows up"
20297,"*phone rings* Wife: ""Quick! Pretend I'm not in!"" Me (a dad): ""Hello. Yes my wife is here. Hey, Not In. It's for you."" Wife: ""...."""
20298,"*phone rings* Wife - ""Quick! Pretend I'm not in!"" Me - *strips naked and does running man* Wife - ""...."""
20299,"People already feel judged in public but what if they also had the same awful feeling in private? GUY WHO INVENTED RELIGION: I have an idea"
20300,"A thing I learned at this week's staff meeting is that I have restless leg syndrome when I sleep."
20301,"The first time God made the universe, he skipped leg day. All men were weeping creatures, who ended in bloody torsos and begged for death."
20302,"It's cute how my family thinks I'm playing with fire and I'm just trying to cook them breakfast"
20303,"You excited to watch the Super Bowl? ""Ya, but only cuz the commercials."" [sounds of man being beaten to death with bowl of chips and dip]"
20304,"I wear dresses to work so it takes me less time to use the loo so people won't think I'm pooping. So yeah, I'd say I'm pretty professional."
20305,"- How much for the mobile tampon? - Ma'am? - It's a bit big. - Ma'am, it's a lamb. - Does it make that sound because it has detected blood?"
20306,"Patient: Doc, my stomach is killing me. DR DOG: *scratches chin* Have you tried eating grass?"
20307,"*walks into son's room to find a recording of him snoring* Dear God *dials 911* Help, a wizard turned my son into a 90's cassette player"
20308,"-Houston, do you copy? -Houston, do you copy? -God damn it, Houston! -God damn it, Houston!"
20309,"You're on your deathbed. You gather the strength to utter your last words ""Boxers with pockets,"" you say. ""You'll never have to wear pants."""
20310,"If homosexuals come out of the closet, do necrophiliacs come out of the casket?"
20311,"I'm beginning to think that for some of you, the wheels on your bus do not go round & round."
20312,"There's nothing funnier than a grown man aggressively dancing at somebody."
20313,"[comes out of coma after 12 years] ME: Holy shit I forgot to set my AIM status to 'Away'! DOCTOR: you might want to take a seat"
20314,"The best argument for ""the sequel is never as good as the original"" is birds v. dinosaurs."
20315,"My wife sent me an image of herself which really enticed me into coming home from work early. It was a picture of her at the airport."
20316,"I've been training my facial muscles to do the nose twitch from Bewitched, and just had a huge breakthrough with the right nostril. Big day."
20317,"Do I have friends? Are we allowed to count the enemies of my enemies? Then yes, I have a bunch of friends."
20318,"A guy that was falsely imprisoned for 10 years got free tickets to the Super Bowl. That guy is SO lucky."
20319,"Me: My sex life is like your car. Friend: What? Sleek, performance-inspired, 6-speed, classic & acclaimed? Me: Nope. Electric powered."
20320,"HR: Can you explain this?? Me: I thought it was CORNhub, with recipes on how to make delicious corn and corn related dishes"
20321,"My computer keeps giving me an error message saying ""The Printer Can't Be Found."" Uh buddy it's RIGHT NEXT TO YOU, HELLO"
20322,"Sorry for releasing thousands of shrieking bats at your wedding. Sometimes I don't know what to do with my hands."
20323,"8 yr old: mommy, why are you laying on the floor? Me: I just did 438 sit ups. 8: sounds legit. I've taught her well."
20324,"Me: check out this new gadget. It carbonates anything! Friend: cool Me: yeah even blood Friend: um I gotta go Me: lol no you're staying"
20325,"[dean tries handing me a diploma as I walk across the stage] I have a boyfriend"
20326,"ME: I need to pee really bad TEACHER: can you hold it? ME: probably not. my hands aren't very good at retaining liquid"
20327,"[Batman at McDonald's] What's your chicken sandwich called? -A McChicken And the rib? -A McRib [pulls out his batwallet] I like your style."
20328,"Cop: Tell us what you know! Me: Penguins are monogamous creatures with noted cases of bisexuality Cop: *typing up his science report*"
20329,"BREAKING NEWS: Bread is extremely toxic to humans. ""Just throw it all in a lake somewhere,"" says one long-billed scientist"
20330,"What idiot decided to call them koalas instead of awww-stralians?"
20331,"*feels painful possible cavity* *eats chocolate to feel better*"
20332,"COP: There's been a murder BATMAN: I won't rest until I avenge them C: It's outside of Gotham B: Actually I have got a lot on at the moment"
20333,"You're never gonna believe this, but I feel negatively about the day of the week when I have to stop relaxing and resume working."
20334,"[Spelling Bee] Judge: Your word is 'babe' Bee: B-A-E J: Sorry. There's another 'B' Bee: WHAT! WHERE? *goes crazy* *stings Judge* *dies*"
20335,"If anyone out there is named Aesop dear god please open a table store I have just the name for you."
20336,"Through a telescope, I see a woman on a planet light years away. She waves. I wave. I awkwardly realize she is waving to the guy behind me."
20337,"Wouldn't it have made more sense if Al Gore claimed he invented the Algorithm?"
20338,"[doctors exam] ""I'm feeling a lump here. Here's another. You have several lumps."" -uh oh, what does that mean doc? ""it means you're fat"""
20339,"USA: ""Hey nachos, today's your big day!"" Nachos: ""What about Cinco de Mayo?"" USA: ""What'd you just say?"" Nachos: ""Nothing."""
20340,"""Umm, what are you doing? Can you not? Seriously, get off me!"" - The first horse ever ridden (probably)"
20341,"Hangover status: playing duct, duct, tape with the kids."
20342,"Got a call saying my son got caught lying, cheating & was being expelled. I don't have a son. That kid is one damn good liar"
20343,"The most disappointing moment of my adult life was when I found out a vaporizer is an e-cigarette and not a death ray that vaporizes people."
20344,"Why would anyone ever think gay people tear apart the fabric of society? They love fabric."
